id,source_label,floor_number,mid,text,original_pic,disable_reply,user_location,follow_count,followers_count,created_at,created_at_ts
2130467,抑郁症超话,0,4.78575E+15,抑郁症:  以前的我：因为淋过雨 所以想给你撑伞 于是善良过头 善良过头就是蠢 今后争取做一个“因为淋过雨 所以把你的伞也撕了”的人 适当自私 没啥不好 ,,0,,6,3,Wed Jun 29 17:27:33 +0800 2022,1656494853
2130468,抑郁症超话,0,4.78575E+15,抑郁症: 好恶心，突如其来的恶心，都好恶心 ,,0,,206,1,Wed Jun 29 17:23:55 +0800 2022,1656494635
2130469,抑郁症超话,0,4.78575E+15,抑郁症: 面试遇到了善良可爱的姐姐因为经历过所以懂得撑伞 ,,0,,128,7,Wed Jun 29 17:22:16 +0800 2022,1656494536
2130470,抑郁症超话,0,4.78575E+15,我什么时候才能为自己而活啊，我心里装着的都是别人，没有自己的位置，特别是我在乎的人，在乎他的一切。 ,,0,,102,461,Wed Jun 29 17:19:11 +0800 2022,1656494351
2130471,抑郁症超话,0,4.78575E+15,大家有和我一样【心动过速】的吗？tmd两三年持续每天24小时心跳超快都没歇过，真的太他么难受了 ,,0,,121,9,Wed Jun 29 17:19:01 +0800 2022,1656494341
2130472,抑郁症超话,0,4.78575E+15,抑郁症: 请问大家有没有做过心理咨询吗？有什么样的体会 作用大吗？谢谢 ,,0,,157,2,Wed Jun 29 17:17:43 +0800 2022,1656494263
2130473,抑郁症超话,0,4.78575E+15,抑郁症: 【抑郁症诊断标准】仅供症状不明显纠结要不要去医院首诊的同学参考 ,https://wx4.sinaimg.cn/large/007qGNoOly1h3p8b6r2hyj30u01t0jxy.jpg,0,,340,17,Wed Jun 29 17:13:07 +0800 2022,1656493987
2130474,抑郁症超话,0,4.78574E+15,抑郁症: 每天四肢软得发抖，胸闷气短，头晕想吐 ,,0,,113,28,Wed Jun 29 17:12:18 +0800 2022,1656493938
2130475,抑郁症超话,0,4.78574E+15,抑郁症: 没什么想吃的。。但总有一种感觉在逼迫我暴饮暴食。。 ,,0,,221,35,Wed Jun 29 17:11:33 +0800 2022,1656493893
2130476,抑郁症超话,0,4.78574E+15,抑郁症: 对男性的厌恶，甚至说是憎恨有很大一部分来自家人。比如刚才非要来说一堆话，时不时就非要箍着肩膀把你拉过去，很用劲儿，所以想挣脱只能用更大的劲儿。他在说反思自己的时候就没觉得自己的动作就是独断专行吗。 ,,0,,8,2,Wed Jun 29 17:09:02 +0800 2022,1656493742
2130477,抑郁症超话,0,4.78574E+15,抑郁症: 这是来自后妈说的。。。。。 ,https://wx2.sinaimg.cn/large/0077KVGily1h3p83yc2v6j30qo0683yn.jpg,0,,87,15,Wed Jun 29 17:05:48 +0800 2022,1656493548
2130478,抑郁症超话,0,4.78574E+15,抑郁症: 快夸我，快夸我，快夸我能夸夸我吗 ,,0,,89,42,Wed Jun 29 17:02:07 +0800 2022,1656493327
2130479,抑郁症超话,0,4.78574E+15,抑郁症:  感觉快坚持不住了，无数次想放弃我没救了人生可真难啊，太累了 ,,0,,21,1,Wed Jun 29 17:00:10 +0800 2022,1656493210
2130480,抑郁症超话,0,4.78574E+15,抑郁症:  最近睡眠不太好，问一下大家你们吃哪个药助眠效果好，佐匹克隆完全没有，在吃思瑞康富马，开始挺有效的，三四天感觉又不太行了。 ,,0,,232,1238,Wed Jun 29 16:57:41 +0800 2022,1656493061
2130481,抑郁症超话,0,4.78574E+15,抑郁症:  其实真的没有人可以理解我的情绪低落 他们拿着他们所谓的来要求我 可是我根本就不想 他们觉得我很麻烦 我也觉得我给他们带来了很多的麻烦 ,,0,,178,36,Wed Jun 29 16:34:45 +0800 2022,1656491685
2130482,抑郁症超话,0,4.78573E+15,抑郁症: 很痛苦，30+的年纪。职业生涯规划的一塌糊涂。想辞职，迫于会被家里的七大姑八大姨口水喷死。每天工作的很煎熬，很颓废。 ,,0,,1597,288,Wed Jun 29 16:25:10 +0800 2022,1656491110
2130483,抑郁症超话,0,4.78573E+15,抑郁症:  希望我笑的灿烂的时候不是我的遗照，你们见我的时候不是我的葬礼 ,,0,,50,360,Wed Jun 29 16:24:20 +0800 2022,1656491060
2130484,抑郁症超话,0,4.78573E+15,抑郁症:  请问一下，从二月份开始一直到现在一直处于很难过的阶段，这段期间很偶尔很偶尔会莫名其妙的狂喜。大概从四月份开始，偶尔会冒出一些不好的想法，那个时候我就注意了，最近这些想法越来越多了，但是我依然能够控制自己。最近两个月偶尔会听到有人在我耳边喊一嗓子，都是在白天睡觉的时 ...全文,,0,,8,3,Wed Jun 29 16:23:57 +0800 2022,1656491037
2130485,抑郁症超话,0,4.78573E+15,抑郁症: 可是妈妈  在你看不到的地方  我像个疯子一样疯癫崩溃但又努力装作正常人  可是妈妈 我爱他也毁于他  可是妈妈，你又在哪 ,,0,,14,7,Wed Jun 29 16:20:12 +0800 2022,1656490812
2130486,抑郁症超话,0,4.78573E+15,抑郁症: 确实不知道为啥能，这么难搞，一下子胖了十几斤我不知道这个药是治疗我还是让我更焦虑更难受我看着称上那个“胖子”觉得好恶心 ,,0,,73,96,Wed Jun 29 16:18:05 +0800 2022,1656490685
2130487,抑郁症患者超话,0,4.78575E+15,抑郁症患??  请问一下，从二月份开始一直到现在一直处于很难过的阶段，这段期间很偶尔很偶尔会莫名其妙的狂喜。大概从四月份开始，偶尔会冒出一些不好的想法，那个时候我就注意了，最近这些想法越来越多了，但是我依然能够控制自己。最近两个月偶尔会听到有人在我耳边喊一嗓子，都是在白天睡觉 ...全文,,0,,8,3,Wed Jun 29 17:20:10 +0800 2022,1656494410
2130488,抑郁症患者超话,0,4.78574E+15,最近一直想记录一下。发现真的才思枯竭，无法准确的形容自己的心情。本来觉得自己每天都摆烂，牙也不想刷，脸也不想洗，床也不想起。但是其实偶尔的早起，偶尔的运动，偶尔的充满精神也给了抑郁: 生活一些小小的光亮，让我知道生活并没有我想象中的那么忧郁、那么摆烂、那么没有希望。让我的想法不走极端 ...全文,,0,,146,1,Wed Jun 29 17:02:52 +0800 2022,1656493372
2130489,双相情感障碍超话,0,4.78574E+15,双相情感障碍:  特别想发火，忍不住买东西，一直买，不买就觉得特别烦 ,,0,,104,182,Wed Jun 29 17:12:08 +0800 2022,1656493928
2130490,焦虑症超话,0,4.78575E+15,焦虑症:  姐妹们堵嗓子眼堵的难受一般都怎么缓解呀早上惊恐发作了，现在嗓子一直紧着呢 ,,0,,159,8,Wed Jun 29 17:50:06 +0800 2022,1656496206
2130491,焦虑症超话,0,4.78575E+15,焦虑症:  头发晕 胸闷 胸疼 吃着药感觉也并没有缓解许多 咋办呀 是不是真的要死 ,,0,,61,148,Wed Jun 29 17:41:05 +0800 2022,1656495665
2130492,抑郁症患者超话,0,4.78575E+15,抑郁症患者: 这折磨的一周。胸闷，集中不了注意力做事情，好难受，好无力。 ,,0,,120,5,Wed Jun 29 17:44:03 +0800 2022,1656495843
2130493,双相情感障碍超话,0,4.78576E+15,双相情感障碍: 因为思想高深而单身狗是什么体验…我的优点没人看懂，那就不被吸引。恋爱本来就是真实以待，都不能理解我，还谈什么啊。好歹我也用我的思想做了很多事，就是没有钱，没有名。 ,,0,,24,4,Wed Jun 29 18:00:56 +0800 2022,1656496856
2130494,林奕含超话,0,4.78576E+15,林奕含姐姐，我今天很乖，没有伤害自己，但是我有点坚持不下去了，我不想吃药了，我不想在重男轻女的家庭生活了，好累啊 ,,0,,504,28,Wed Jun 29 18:02:22 +0800 2022,1656496942
2130495,焦虑症超话,0,4.78576E+15,焦虑症:  前一段时间脑子里整天都是一件事，最后成了只有一个名字，现在倒是好多了，问题是，为什么别人翻书的声音我都会心慌一下，还有的救吗，但医生说我是抑郁了…带点焦虑… ,,0,,123,4407,Wed Jun 29 18:30:34 +0800 2022,1656498634
2130496,焦虑症超话,0,4.78576E+15,焦虑症: 研究生论文都开不了题，咋办。还天天困死~完全没状态 ,,0,,57,15,Wed Jun 29 18:25:04 +0800 2022,1656498304
2130497,焦虑症超话,0,4.78576E+15,焦虑症:  心跳快了也害怕。慢了也害怕。肩膀疼也害怕。我真是要被自己的脑子左右住了。加上这两天真是哪哪都难受！ ,,0,,134,168,Wed Jun 29 18:21:00 +0800 2022,1656498060
2130498,抑郁症超话,0,4.78576E+15,抑郁症: 一个公众号里看到的句子，很治愈。感觉得到了理解，也看到了前方一直存在的关于希望的微弱信号。 ,https://wx4.sinaimg.cn/large/005KjKJKly1h3pah4zfi0j30u00dmtaz.jpg,0,,191,116,Wed Jun 29 18:28:23 +0800 2022,1656498503
2130499,抑郁症超话,0,4.78576E+15,抑郁症: 高三的友友们你们还打算复读吗 ,,0,,39,12,Wed Jun 29 18:24:34 +0800 2022,1656498274
2130500,抑郁症超话,0,4.78576E+15,抑郁症:  暗恋5年的女生现在她有男朋友了，怎么办，我还没有勇气跟她聊天，也害怕给她带来麻烦和晦气，我真的好像s ,,0,,86,216,Wed Jun 29 18:23:51 +0800 2022,1656498231
2130501,抑郁症超话,0,4.78576E+15,抑郁症:  今天给别人讲了我这倒霉蛋的半生，?涫狄膊皇敲幌牍馈Ｖ徊还抑幌虢崾纯啵皇墙崾８傻敉纯啵皇侨猛纯喔傻粑摇?,,0,,738,343,Wed Jun 29 18:23:11 +0800 2022,1656498191
2130502,抑郁症超话,0,4.78576E+15,抑郁症: 对不起，我很邋遢，你说的对，怎么会有这么没用的小孩呢，我确实很没用，被人欺负了，也是自己作的，想宣泄一下情绪，可能会被你们骂的更狠，你说，要是其他家长，早就上手打了，我真的好累，所以不整理，对不起，我死了你们会很开心，我生来就是错的，可是你们爱过我吗，你说小孩就该打 ...全文,,0,,41,5,Wed Jun 29 18:21:34 +0800 2022,1656498094
2130503,抑郁症超话,0,4.78576E+15,抑郁症:  自我疗愈day5 ,https://wx1.sinaimg.cn/large/63812953ly1h3pa745rm6j22c03407wj.jpg,0,,738,343,Wed Jun 29 18:17:47 +0800 2022,1656497867
2130504,抑郁症超话,0,4.78576E+15,抑郁症: 为什么现实没有夏目这样温柔的人，真的心碎了,https://wx3.sinaimg.cn/large/005TCzVtgy1h3pa4rzln3j31g00to79g.jpg,0,,421,145,Wed Jun 29 18:16:03 +0800 2022,1656497763
2130505,抑郁症超话,0,4.78576E+15,抑郁症: 明天我又想逃了 ,,0,,157,121,Wed Jun 29 18:15:24 +0800 2022,1656497724
2130506,抑郁症超话,0,4.78576E+15,抑郁症: 能不能晕过去，好难受啊，让我失去意识一会，好难受啊让我休息一会，不要让我醒着 ,,0,,28,10,Wed Jun 29 18:13:49 +0800 2022,1656497629
2130507,抑郁症超话,0,4.78576E+15,抑郁症:  感觉自己就是个垃圾，死都费劲 ,,0,,13,221,Wed Jun 29 18:13:42 +0800 2022,1656497622
2130508,抑郁症超话,0,4.78576E+15,抑郁症: 特别累，明明课外辅导的时候老师叫我们出去玩的时候我一直在教室里休息，可是只要一开始活动我就好累好累，什么都不想做，回家了还被他们感觉无理取闹，又累又烦 ,,0,,157,121,Wed Jun 29 18:13:25 +0800 2022,1656497605
2130509,抑郁症超话,0,4.78576E+15,抑郁症:  屈辱的活着和屈辱的死掉没有任何区别 ,,0,,465,144,Wed Jun 29 18:12:40 +0800 2022,1656497560
2130510,抑郁症超话,0,4.78576E+15,抑郁症: 有没有兄弟姐妹一起玩王者的，我超菜的 ,,0,,23,24,Wed Jun 29 18:12:06 +0800 2022,1656497526
2130511,抑郁症超话,0,4.78576E+15,抑郁症: 也许有些苦有些痛有些累谁也说不了，只能自己消化 ,,0,,4,1,Wed Jun 29 18:07:13 +0800 2022,1656497233
2130512,抑郁症超话,0,4.78576E+15,抑郁症:  emmm有没有人可以解答一下什么叫被动攻击性人格伴发急?砸钟簦亢糜裘?,,0,,55,1,Wed Jun 29 18:02:42 +0800 2022,1656496962
2130513,抑郁症超话,0,4.78576E+15,抑郁症: 因为好多小事加在一起妈妈说要放弃我啦，我坚持了三年了撑不下去不丢人对吧,,0,,230,7,Wed Jun 29 18:01:13 +0800 2022,1656496873
2130514,抑郁症超话,0,4.78576E+15,抑郁症: 从昨天打电话给我妈让我主动离职，到现在没有想到拓展图文给我爸妈发信息，还发给别人散播我的病情，真的好累人生已经没有意义了。 嘉兴·C＋西家社 ,,0,,30,1,Wed Jun 29 17:59:37 +0800 2022,1656496777
2130515,抑郁症超话,0,4.78576E+15,抑郁症:  给别人推荐了医院医生心理咨询什么的，结果那人回我的好冷漠崩溃就在一瞬间，好难过啊 ,,0,,51,5,Wed Jun 29 17:54:23 +0800 2022,1656496463
2130516,抑郁症超话,0,4.78576E+15,抑郁症: 现在的工作感觉都快干不下去了，唉，新工作也不好找，也不知道该去干什么，真的太迷茫了 ,,0,,10,2,Wed Jun 29 17:53:29 +0800 2022,1656496409
2130517,抑郁症超话,0,4.78575E+15,抑郁症: 有一个家伙翻译上传了一个系列的名人传记，把爱迪生描述为“患有严重的yiyu症”。为了求证，我在网上忙活了半个下午，喝完最后一口茶的时候，突然意识到这里把“大萧条”误译了。—?恍睦镒白攀裁矗劾锞涂吹绞裁础?今天吃素，现在的茄子好软，真好吃 ,https://wx2.sinaimg.cn/large/006GZAyAly1h3p9hzsmt2j32o03k04qr.jpg,0,,47,41,Wed Jun 29 17:51:47 +0800 2022,1656496307
2130518,抑郁症超话,0,4.78575E+15,抑郁症: 擦 被搞到心态了 ,,0,,55,24,Wed Jun 29 17:51:25 +0800 2022,1656496285
2130519,抑郁症超话,0,4.78575E+15,抑郁症:  其实我觉得，每一个能当心理医生的都必须要有最好的素养，因为他的病人，去他们那里的人，是抱着被拯救的心态去的，他们可能十分敏感，如果心理医生表现出不耐烦或者不在意的话，对于去看病的人来说是致命的伤害，可能就这么一言一行的不在意不耐烦就会让一个鲜活的人失去生命。 ,,0,,10,4,Wed Jun 29 17:49:29 +0800 2022,1656496169
2130520,抑郁症超话,0,4.78575E+15,抑郁症:  生命是一场偶然，我在其中寻找因果 ,,0,,101,105,Wed Jun 29 17:47:40 +0800 2022,1656496060
2130521,抑郁症超话,0,4.78575E+15,抑郁症:  今天有点开心，我是最棒的。 ,,0,,10,4,Wed Jun 29 17:45:54 +0800 2022,1656495954
2130522,抑郁症超话,0,4.78575E+15,抑郁症:  我感觉现在很多的得抑郁症的人没有得到最及时的治愈，有些是因为心理医生的问题。心理医生很多事情是没有经历过的所以也不懂个人感受，他们说的得出的判断理念，其实有些是与个人情况有偏差的，其实最好就是有得过抑郁症的人来当这个心理医生，但是得过抑郁症的人当心理医生又有复发风 ...全文,,0,,10,4,Wed Jun 29 17:44:54 +0800 2022,1656495894
2130523,抑郁症超话,0,4.78575E+15,抑郁症: 没有未来的 ,,0,,38,7,Wed Jun 29 17:43:52 +0800 2022,1656495832
2130524,抑郁症超话,0,4.78575E+15,抑郁症: 那就做一件有意义的事情,https://wx1.sinaimg.cn/large/006LiRClgy1h3p96mnucdj30u01uoal4.jpg,0,,429,280,Wed Jun 29 17:42:39 +0800 2022,1656495759
2130525,抑郁症超话,0,4.78575E+15,抑郁症: 没有朋友最大的悲哀是想去旅游找不到伙伴，又不敢一个人去旅游。。。 ,,0,,6,9,Wed Jun 29 17:34:32 +0800 2022,1656495272
2130526,抑郁症超话,0,4.78575E+15,抑郁症: 头发越掉越多，身体越来越瘦，健康越来越差，感觉要死不死的。。。 ,,0,,421,145,Wed Jun 29 17:32:06 +0800 2022,1656495126
2130527,双相情感障碍超话,0,4.78576E+15,双相情感障碍:  大家吃碳酸锂会肚子胀气吗？吃了碳酸锂后肚子胀气胀的疼，不知道是不是因为碳酸锂。有相同情况的吗？ ,,0,,21,7,Wed Jun 29 18:29:58 +0800 2022,1656498598
2130528,双相情感障碍超话,0,4.78576E+15,双相情感障碍: 还有40分钟考试好焦虑 ,https://wx3.sinaimg.cn/large/0065X8JJgy1h3pab2uoo5j32tc240e82.jpg,0,,265,1010,Wed Jun 29 18:21:24 +0800 2022,1656498084
2130529,焦虑症超话,0,4.78577E+15,焦虑症:  因为吃药记忆力变得好差好差 ,,0,,39,1,Wed Jun 29 18:58:22 +0800 2022,1656500302
2130530,焦虑症超话,0,4.78577E+15,焦虑症: 来个人弄死我 你就是我救命恩人 ,,0,,326,3,Wed Jun 29 18:42:40 +0800 2022,1656499360
2130531,抑郁症超话,0,4.78577E+15,抑郁症:  有人聊聊天吗 ,,0,,109,19,Wed Jun 29 18:48:40 +0800 2022,1656499720
2130532,抑郁症超话,0,4.78577E+15,抑郁症: 好无聊，感觉自己的人生无聊透了，做什么都提不起来劲，不知道怎么办了，感觉什么也不想做 ,,0,,45,16,Wed Jun 29 18:47:26 +0800 2022,1656499646
2130533,抑郁症超话,0,4.78577E+15,抑郁症:  心真的好痛，虽然知道这一天早晚会来，也知道结果，但我还是会痛 ,,0,,86,216,Wed Jun 29 18:46:05 +0800 2022,1656499565
2130534,抑郁症超话,0,4.78577E+15,抑郁症:  我总是能从别人的言语中听到对自己的否定，也总是看到他人的自私?缓笞匝幔胬?,,0,,115,135,Wed Jun 29 18:44:02 +0800 2022,1656499442
2130535,抑郁症超话,0,4.78577E+15,抑郁症: 还没画完想慢慢画下来 ,https://wx4.sinaimg.cn/large/006Q6Zcngy1h3paxmmbxuj30fu13xq4v.jpg,0,,362,8,Wed Jun 29 18:43:16 +0800 2022,1656499396
2130536,抑郁症超话,0,4.78577E+15,抑郁症: 好累，什么都不想做 ,,0,,300,120,Wed Jun 29 18:41:13 +0800 2022,1656499273
2130537,抑郁症超话,0,4.78577E+15,我喜欢音乐，买不起吉他我喜欢玩配音，买不起手机我喜欢画画，买不起好的笔纸我喜欢看书，但还是买不起没有零花钱，连买个湿巾都要莫名其妙被骂的我愤慨道。我生气吗当然生气但我有条件生气吗没有呵呵 ,,0,,121,9,Wed Jun 29 18:37:58 +0800 2022,1656499078
2130538,抑郁症超话,0,4.78577E+15,抑郁症: 我现在有点迷茫我不知道我的病因是什么 ,,0,,273,196,Wed Jun 29 18:37:27 +0800 2022,1656499047
2130539,抑郁症超话,0,4.78577E+15,抑郁症:  90后在编江西某山区学校老师，目前在编6年，学校离家40多公里，每周回家一次，还记得刚开始工作的一个月就想辞职然后到现在变成了抵触学校，自从去了乡镇学校上班之后每天都觉得是一种煎熬，从去年开始特别抵触学校的环境可能是因为学校过于封闭枯燥乏味吧，去年参加了进城考试没考上差 ...全文,,0,,792,189,Wed Jun 29 18:33:56 +0800 2022,1656498836
2130540,抑郁症患者超话,0,4.78577E+15,抑郁症患者: 旧的不去，新的不来所以啊 旧伤疤要快点好 给新伤疤让地方不然我这手上都没地了无语的是我连刀都没有 拿着钢笔…… ,,0,,19,1,Wed Jun 29 18:53:25 +0800 2022,1656500005
2130541,双相情感障碍超话,0,4.78577E+15,双相情感障碍: 我做了一个决定，我要接受mect治疗忘掉所有，重新开始 北京·北京安定医院 ,https://wx4.sinaimg.cn/large/006wHPO9gy1h3pb5gqaudj30w00f6q5x.jpg,0,,176,6510,Wed Jun 29 18:51:14 +0800 2022,1656499874
2130542,双相情感障碍超话,0,4.78577E+15,双相情感障碍: 一个人应该怎样对抗孤独 ,,0,,144,57,Wed Jun 29 18:51:07 +0800 2022,1656499867
2130543,抑郁超话,0,4.78578E+15,抑郁: 之前小组ppt里面我的part被一个经常欺负我的女生删了，幸好我最终从记录里找回才不用重做。可是，我告诉我妈，我妈叫我算了。真tmd寒心。她是那种老实憨厚的那种人，可她的没底线我真的很痛苦。之前我就告诉她我被这个女生欺负，可她叫我算了，然后就去倒头大睡了。我真的觉得她不爱我。 ...全文,,0,,152,5,Wed Jun 29 19:28:23 +0800 2022,1656502103
2130544,焦虑症超话,0,4.78578E+15,焦虑症: 不想考试不想考试不想考试，反正要挂的，可以不去嘛呜呜呜 ,,0,,6,19,Wed Jun 29 19:26:57 +0800 2022,1656502017
2130545,焦虑症超话,0,4.78578E+15,焦虑症:   对工作任务产生压力和恐惧，越来越胆小，对生活感到焦虑，每天睡得特别晚 很早很早6点钟就醒了 每天睡眠严重不足 恐惧的时候压的喘不上气 恐惧死亡 ,,0,,89,1,Wed Jun 29 19:24:31 +0800 2022,1656501871
2130546,焦虑症超话,0,4.78578E+15,焦虑症: 焦虑症 对工作任务产生压力和恐惧，越来越胆小，对生活感到焦虑，医生给我开的氢溴酸酚普兰片早上吃半片，晚上吃滴石酸唑吡坦，刚吃几天，不知道有没有效果 ,,0,,104,0,Wed Jun 29 19:22:26 +0800 2022,1656501746
2130547,焦虑症超话,0,4.78578E+15,焦虑症:  对工作任务产生压力和恐惧，越来越胆小，对生活感到焦虑，医生给我开的氢溴酸酚普兰片早上吃半片，晚上吃滴石酸唑吡坦，刚吃几天，不知道有没有效果 ,,0,,104,0,Wed Jun 29 19:21:30 +0800 2022,1656501690
2130548,抑郁症超话,0,4.78578E+15,抑郁症:  真的好想喝酒啊，可是在吃药不能喝酒 ,,0,,430,48,Wed Jun 29 19:29:02 +0800 2022,1656502142
2130549,抑郁症超话,0,4.78578E+15,抑郁症: 去看医生了还是严重的抑郁和焦虑，病好不了，还毕不了业，对不起家里人 ,,0,,12,8,Wed Jun 29 19:20:08 +0800 2022,1656501608
2130550,抑郁症超话,0,4.78578E+15,抑郁症: 我喜欢正义，哪怕是迟来的，虽然我的父亲不知道当年发生了什么，但我感谢他这一次的出头，我喜欢坏人跌入尘埃的样子 ,,0,,288,23,Wed Jun 29 19:17:17 +0800 2022,1656501437
2130551,抑郁症超话,0,4.78578E+15,抑郁症:  很不顺心吧，才会这样的 ,,0,,221,7,Wed Jun 29 19:16:55 +0800 2022,1656501415
2130552,抑郁症超话,0,4.78578E+15,抑郁症: 吉林也有彩虹，一起看！(很浅) ,https://wx3.sinaimg.cn/large/008gg2J3ly1h3pbvxshnaj33402c01kz.jpg,0,,158,7,Wed Jun 29 19:16:24 +0800 2022,1656501384
2130553,抑郁症超话,0,4.78578E+15,抑郁症: 我不想去打工，我好害怕 ,,0,,206,1,Wed Jun 29 19:13:29 +0800 2022,1656501209
2130554,抑郁症超话,0,4.78578E+15,抑郁症:  舍友退了两次宿舍群，我把她们拉进来就又退出去，还有一个发语音骂我。嗐，起因是什么呢？就是今天我抽到了一个皮肤，发在了群里给他们看刚开始只以为他们把群退了但是没想到是又建了一个没有我的群，可是也怪不了别人，确实是我自己在那发了别人不喜欢看的东西 ,https://wx2.sinaimg.cn/large/006Kf7Hugy1h3pbqwzxk8j30po0yc0wd.jpg,0,,347,145,Wed Jun 29 19:13:10 +0800 2022,1656501190
2130555,抑郁症超话,0,4.78578E+15,抑郁症:  走不出去的泥沼，填不平的窟窿 ,,0,,172,1,Wed Jun 29 19:12:39 +0800 2022,1656501159
2130556,抑郁症超话,0,4.78577E+15,抑郁症:  都在指责我一天只会躺在床上待在家里，可是我真的很难受很累，感受不到一点活力，这难道真的是我的错吗？ ,,0,,115,28,Wed Jun 29 19:11:59 +0800 2022,1656501119
2130557,抑郁症超话,0,4.78577E+15,抑郁症: 有友友辍学在家吗？我重焦重抑情况很严重，今年刚刚放弃了中考，我应该立刻出去打工吗？还是在家里养病蹲一段时间？ ,,0,,30,2,Wed Jun 29 19:08:50 +0800 2022,1656500930
2130558,抑郁症超话,0,4.78577E+15,抑郁症: 钱难挣，屎难吃 ,,0,,51,11,Wed Jun 29 19:07:49 +0800 2022,1656500869
2130559,抑郁症超话,0,4.78577E+15,抑郁症:  这么敏感真的好累，为什么别人说一句话我会想这么多 ,,0,,27,3,Wed Jun 29 19:07:11 +0800 2022,1656500831
2130560,抑郁症超话,0,4.78577E+15,抑郁症: “交给时间吧，我?芾В趵病！?,,0,,19,14,Wed Jun 29 19:07:05 +0800 2022,1656500825
2130561,抑郁症超话,0,4.78577E+15,抑郁症: 想哭，难受到无法自拔 ,,0,,25,1,Wed Jun 29 19:06:34 +0800 2022,1656500794
2130562,抑郁症超话,0,4.78577E+15,抑郁症:  能明显地感觉到被区别对待，就挺寂寞的 ,,0,,400,47,Wed Jun 29 19:05:42 +0800 2022,1656500742
2130563,抑郁症超话,0,4.78577E+15,抑郁症:  什么时候去太空 ,https://wx1.sinaimg.cn/large/0086arorgy1h3pbj3tp6bj30u01syaai.jpg,0,,4,0,Wed Jun 29 19:04:01 +0800 2022,1656500641
2130564,抑郁症超话,0,4.78577E+15,确诊了是混合型……抑郁症: 双相情感障碍 ,https://wx2.sinaimg.cn/large/0079bR0Ogy1h3pbhdd7kdj31o06itb29.jpg,0,,51,3,Wed Jun 29 19:02:59 +0800 2022,1656500579
2130565,抑郁症超话,0,4.78577E+15,抑郁症: 就是想问大家一个问题，我在医院确证抑郁症，但是我们那个医院我感觉不是很正规，他只给我做了scl90和简单询问了几个问题就草草确诊开药了。但是那个药我吃了特别容易犯困，所以我不太想吃了，但是要毕竟花了钱，我不知道会不会对我的情况有帮助所以想问问大家的意见。 ...全文,,0,,33,94,Wed Jun 29 19:02:37 +0800 2022,1656500557
2130566,抑郁症超话,0,4.78577E+15,抑郁症:  我好烦躁啊我为什么会变成这样 ,,0,,28,6,Wed Jun 29 19:01:56 +0800 2022,1656500516
2130567,抑郁症超话,0,4.78577E+15,抑郁症: 有没有最近去山东省精神卫生中心的姐妹or兄弟  进去必须要持有打印48小时的核酸检测吗    想明天就去  不想再等了 ,,0,,79,4,Wed Jun 29 18:57:50 +0800 2022,1656500270
2130568,抑郁症超话,0,4.78577E+15,抑郁症: 他们毕业了我最好最好的朋友都走了我喜欢的老师有好多也辞职了。 ,,0,,138,26,Wed Jun 29 18:56:14 +0800 2022,1656500174
2130569,抑郁症患者超话,0,4.78578E+15,抑郁症患者: 我想问一下，你们胳膊上的疤什么样子？我应该不是那种留疤体质，以前划的伤变成白痕，也不是很明显，但是最近的伤它好了之后还是红的，而且特别明显，是凸起的。我总感觉我的身体...嗯...怎么说呢，就是不太对劲，几个月前吧...说不上来...总之总感觉不太对 ,,0,,47,2,Wed Jun 29 19:20:01 +0800 2022,1656501601
2130570,双相情感障碍超话,0,4.78577E+15,请问有吃阿立哌唑嗜睡的uu吗，睡多久也睡不够该怎么办呀 ,,0,,18,1,Wed Jun 29 19:03:30 +0800 2022,1656500610
2130571,焦虑症超话,0,4.78579E+15,焦虑症:  有没?薪忝妹墙疟尘植柯榈模幻突嵊形⒙榈母芯跤忻挥芯醯媚陨窬岽沤派窬惶惶?,,0,,5,1,Wed Jun 29 19:57:08 +0800 2022,1656503828
2130572,焦虑症超话,0,4.78579E+15,焦虑症:  有没有姐妹们吃甲钴胺片调节的有用吗 ,,0,,5,1,Wed Jun 29 19:55:17 +0800 2022,1656503717
2130573,焦虑症超话,0,4.78578E+15,焦虑症:  越来越严重，心跳加速，心慌不安，胡思乱想，莫名其妙的情绪奔溃，没有理由的大哭，恐惧社交，胸闷，呼吸困难，甚至不敢去学校不敢和别人接触，怎么办 ,,0,,224,3529,Wed Jun 29 19:45:37 +0800 2022,1656503137
2130574,抑郁症超话,0,4.78578E+15,抑郁症:  一直感觉有人要刺我的心脏怎么办…心脏也没有实质性的疼痛就是感觉很奇怪很不舒服，真的难受 ,,0,,51,6,Wed Jun 29 19:35:40 +0800 2022,1656502540
2130575,抑郁症超话,0,4.78578E+15,抑郁症: 我以为高考完了会好一点 我以为出分了会好一点 我以为过本科线会好一点 事实证明是我太天真…… ,,0,,114,4,Wed Jun 29 19:26:32 +0800 2022,1656501992
2130576,抑郁症超话,0,4.78578E+15,抑郁症:  跟财务经理领导提出请三个月事假，经济不愿意给假。不敢跟财务总监、总经理提出请那么长的假期，怕领导不批，也怕领导对我有看法。单位的环境我无法再适应，又担心别人对我看法太多，好矛盾。 ,,0,,65,1199,Wed Jun 29 19:25:21 +0800 2022,1656501921
